"channel_id","name","is_private","is_archived","member_count","topic","purpose","created","raw_payload"
"C03JE2N4804","fill-your-cup",false,false,94,,"Here's where we can share what we do to fill our cups!","2022-06-05T17:49:15.000Z","{""id"":""C03JE2N4804"",""created"":1654451355,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1744625141737,""name"":""fill-your-cup"",""name_normalized"":""fill-your-cup"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""Here's where we can share what we do to fill our cups!"",""creator"":""U01NYR15VE0"",""last_set"":1654451356},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":94,""properties"":{""canvas"":{""file_id"":""F063HFLT3R9"",""is_empty"":false,""quip_thread_id"":""RbU9AAqrI7Y"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F063HFLT3R9""},""tabs"":[{""id"":""Ct08NCU249HP"",""label"":""To-do list"",""type"":""canvas"",""data"":{""file_id"":""F063HFLT3R9"",""shared_ts"":""1744625140.878999""}},{""type"":""files"",""label"":"""",""id"":""files""},{""type"":""bookmarks"",""label"":"""",""id"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""id"":""Ct08NCU249HP"",""label"":""To-do list"",""type"":""canvas"",""data"":{""file_id"":""F063HFLT3R9"",""shared_ts"":""1744625140.878999""}},{""type"":""files""},{""type"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}]},""previous_names"":[]}"
"C048GD33GLW","streaks",false,false,6,,"Because everyone loves data... :slightly_smiling_face:","2022-10-29T17:32:39.000Z","{""id"":""C048GD33GLW"",""created"":1667064759,""creator"":""U01PGFTPLKA"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1743839519576,""name"":""streaks"",""name_normalized"":""streaks"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""Because everyone loves data... :slightly_smiling_face:"",""creator"":""U01PGFTPLKA"",""last_set"":1667064760},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":6,""properties"":{""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""}],""tabz"":[{""type"":""files""}],""is_dormant"":true},""previous_names"":[]}"
"C04FK8538G4","sayitandshowup",false,false,89,,"The idea of a verbal is that, if you say it out loud and you know someone's waiting for you, you're more likely to show up. Share when you're showing up. Feel free to call out a hedgie and ask ""Did you show up!?""","2022-12-15T23:29:10.000Z","{""id"":""C04FK8538G4"",""created"":1671146950,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1745612185142,""name"":""sayitandshowup"",""name_normalized"":""sayitandshowup"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""The idea of a verbal is that, if you say it out loud and you know someone's waiting for you, you're more likely to show up. Share when you're showing up. Feel free to call out a hedgie and ask \""Did you show up!?\"""",""creator"":""U01NYR15VE0"",""last_set"":1671146951},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":89,""properties"":{""canvas"":{""file_id"":""F07TT9BEU7M"",""is_empty"":true,""quip_thread_id"":""IRO9AAV6qrq"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F07TT9BEU7M""},""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""},{""type"":""bookmarks"",""label"":"""",""id"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""type"":""files""},{""type"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}]},""previous_names"":[""verbals""]}"
"C04RBP97QS3","enneagram",false,false,48,"All Things Enneagram","Please drop any Enneagram resources, links, ideas, and character questions for personality types in this channel, whilst keeping sensitive Enneagram subjects in <#C03KT693Y1Z> Thank you!","2023-03-01T04:05:57.000Z","{""id"":""C04RBP97QS3"",""created"":1677643557,""creator"":""U04H9T43345"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1769456640389,""name"":""enneagram"",""name_normalized"":""enneagram"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""Please drop any Enneagram resources, links, ideas, and character questions for personality types in this channel, whilst keeping sensitive Enneagram subjects in <#C03KT693Y1Z> Thank you!"",""creator"":""U01NYR15VE0"",""last_set"":1705443139},""topic"":{""value"":""All Things Enneagram"",""creator"":""U04H9T43345"",""last_set"":1677644332},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":48,""properties"":{""canvas"":{""file_id"":""F07G790T9NW"",""quip_thread_id"":""FYW9AA05Fx3"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F07G790T9NW""},""tabs"":[{""id"":""Ct08PBM2T8ET"",""type"":""canvas"",""data"":{""file_id"":""F07G790T9NW"",""shared_ts"":""1745617271.854119""},""label"":""""},{""type"":""files"",""label"":"""",""id"":""files""},{""type"":""bookmarks"",""label"":"""",""id"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""id"":""Ct08PBM2T8ET"",""type"":""canvas"",""data"":{""file_id"":""F07G790T9NW"",""shared_ts"":""1745617271.854119""}},{""type"":""files""},{""type"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}]},""previous_names"":[]}"
"C04RYAJE27Q","book-club",false,false,16,,"Welcome to the Book Club room of our Hedgie House! If you're game for this quarter's Quill &amp; Cup book club, then let's go! Happy reading!","2023-03-02T20:44:46.000Z","{""id"":""C04RYAJE27Q"",""created"":1677789886,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1744845792724,""name"":""book-club"",""name_normalized"":""book-club"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""Welcome to the Book Club room of our Hedgie House! If you're game for this quarter's Quill &amp; Cup book club, then let's go! Happy reading!"",""creator"":""U01NYR15VE0"",""last_set"":1677789948},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":16,""properties"":{""canvas"":{""file_id"":""F05MKMSTTQQ"",""is_empty"":true,""quip_thread_id"":""dcZ9AAtshE0"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F05MKMSTTQQ""},""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""},{""type"":""bookmarks"",""label"":"""",""id"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""type"":""files""},{""type"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}],""is_dormant"":true},""previous_names"":[]}"
"C054TJWMH2P","sunsama-standups",false,false,1,,,"2023-04-25T12:00:26.000Z","{""id"":""C054TJWMH2P"",""created"":1682424026,""creator"":""U054TNP0KNW"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1724822796498,""name"":""sunsama-standups"",""name_normalized"":""sunsama-standups"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":"""",""creator"":"""",""last_set"":0},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":1,""previous_names"":[]}"
"C05BDS881EU","selfcare",false,false,4,,,"2023-06-02T12:51:07.000Z","{""id"":""C05BDS881EU"",""created"":1685710267,""creator"":""U058J8A79D2"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1743839519925,""name"":""selfcare"",""name_normalized"":""selfcare"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":"""",""creator"":"""",""last_set"":0},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":4,""properties"":{""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""}],""tabz"":[{""type"":""files""}],""is_dormant"":true},""previous_names"":[]}"
"C05PW1A3X5Z","hedgie-classifieds",false,false,43,,"in this room, you'll find info publishing/querying insights, like, ""Heads up there's a pitch Twitter event happening this month"" or Penguin Dial is taking submissions!

Anyone can contribute as they find opportunities!","2023-08-28T18:01:34.000Z","{""id"":""C05PW1A3X5Z"",""created"":1693245694,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1746487242837,""name"":""hedgie-classifieds"",""name_normalized"":""hedgie-classifieds"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""in this room, you'll find info publishing/querying insights, like, \""Heads up there's a pitch Twitter event happening this month\"" or Penguin Dial is taking submissions!\n\nAnyone can contribute as they find opportunities!"",""creator"":""U01NYR15VE0"",""last_set"":1693245803},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":43,""properties"":{""canvas"":{""file_id"":""F07432TBA06"",""is_empty"":true,""quip_thread_id"":""adY9AAaOxTx"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F07432TBA06""},""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""},{""type"":""bookmarks"",""label"":"""",""id"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""type"":""files""},{""type"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}]},""previous_names"":[]}"
"C05QGJLQ6K1","marketing-ideas",false,false,57,,"Welcome to the marketing channel! If you have a question you want to ask the group or something to share, please drop it here!","2023-09-05T01:21:51.000Z","{""id"":""C05QGJLQ6K1"",""created"":1693876911,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1772736428926,""name"":""marketing-ideas"",""name_normalized"":""marketing-ideas"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""Welcome to the marketing channel! If you have a question you want to ask the group or something to share, please drop it here!"",""creator"":""U01NYR15VE0"",""last_set"":1693929085},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":57,""properties"":{""canvas"":{""file_id"":""F079DES4ZSQ"",""is_empty"":true,""quip_thread_id"":""ODB9AAQAdKI"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F079DES4ZSQ""},""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""type"":""files""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}]},""previous_names"":[]}"
"C0633K9UKM2","shop-talk",false,false,25,,"Here we can chat about the business side of writing, and make suggestions for our weekly Shop Talk prickles on Saturday at 11am EST.","2023-10-26T22:01:44.000Z","{""id"":""C0633K9UKM2"",""created"":1698357704,""creator"":""U02HEFQ5ZPV"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1763574834785,""name"":""shop-talk"",""name_normalized"":""shop-talk"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""Here we can chat about the business side of writing, and make suggestions for our weekly Shop Talk prickles on Saturday at 11am EST."",""creator"":""U02HEFQ5ZPV"",""last_set"":1698358323},""topic"":{""value"":"""",""creator"":""U02HEFQ5ZPV"",""last_set"":1698358323},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":25,""properties"":{""canvas"":{""file_id"":""F07MKSRFGKH"",""quip_thread_id"":""UXD9AAe6RKK"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F07MKSRFGKH""},""tabs"":[{""id"":""Ct08QV0E7FJP"",""type"":""canvas"",""data"":{""file_id"":""F07MKSRFGKH"",""shared_ts"":""1746248300.484049""},""label"":""""},{""type"":""files"",""label"":"""",""id"":""files""},{""type"":""bookmarks"",""label"":"""",""id"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""id"":""Ct08QV0E7FJP"",""type"":""canvas"",""data"":{""file_id"":""F07MKSRFGKH"",""shared_ts"":""1746248300.484049""}},{""type"":""files""},{""type"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}],""is_dormant"":true},""previous_names"":[]}"
"C07GV5BFPC7","querying",false,false,22,"Hedgies pursuing traditional publishing can share support, resources, encouragement, and more!","Whether you’re currently querying or would like to know more before you begin, this channel aims to be helpful for you!","2024-08-16T17:46:07.000Z","{""id"":""C07GV5BFPC7"",""created"":1723830367,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1752675346655,""name"":""querying"",""name_normalized"":""querying"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""Whether you’re currently querying or would like to know more before you begin, this channel aims to be helpful for you!"",""creator"":""U01NYR15VE0"",""last_set"":1723830477},""topic"":{""value"":""Hedgies pursuing traditional publishing can share support, resources, encouragement, and more!"",""creator"":""U01NYR15VE0"",""last_set"":1723830477},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":22,""properties"":{""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""}],""tabz"":[{""type"":""files""}],""is_dormant"":true},""previous_names"":[]}"
"C07KXEJ7LB1","challenges",false,false,62,,"We periodically host challenges that range from POWER (make that burst of progress!) to COZY (bring the creativity and fun back into writing!). In this channel you'll find accountability, structure, and guidelines for each new challenge as they come.","2024-09-06T20:37:55.000Z","{""id"":""C07KXEJ7LB1"",""created"":1725655075,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1769202562667,""name"":""challenges"",""name_normalized"":""challenges"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":""We periodically host challenges that range from POWER (make that burst of progress!) to COZY (bring the creativity and fun back into writing!). In this channel you'll find accountability, structure, and guidelines for each new challenge as they come."",""creator"":""U02BFB6T9V5"",""last_set"":1725918178},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":62,""properties"":{""canvas"":{""file_id"":""F07M5EWDTML"",""is_empty"":true,""quip_thread_id"":""AJc9AA88mDt"",""is_migrated"":true},""meeting_notes"":{""file_id"":""F07M5EWDTML""},""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""},{""type"":""bookmarks"",""label"":"""",""id"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true,""id"":""channel_canvas""}],""tabz"":[{""type"":""files""},{""type"":""bookmarks""},{""label"":""Canvas"",""type"":""channel_canvas"",""is_disabled"":true}]},""previous_names"":[]}"
"C08M3BXPUSZ","cody-test3",false,false,3,,,"2025-04-07T21:17:27.000Z","{""id"":""C08M3BXPUSZ"",""created"":1744060647,""creator"":""U01PGFTPLKA"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1746654692930,""name"":""cody-test3"",""name_normalized"":""cody-test3"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":"""",""creator"":"""",""last_set"":0},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":3,""properties"":{""is_dormant"":true},""previous_names"":[]}"
"C08MTJ1S940","cody-test1",false,false,3,,,"2025-04-07T21:14:49.000Z","{""id"":""C08MTJ1S940"",""created"":1744060489,""creator"":""U01PGFTPLKA"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1746654693587,""name"":""cody-test1"",""name_normalized"":""cody-test1"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":"""",""creator"":"""",""last_set"":0},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":3,""properties"":{""is_dormant"":true},""previous_names"":[]}"
"C08MTJ39L2U","cody-test2",false,false,3,,,"2025-04-07T21:15:21.000Z","{""id"":""C08MTJ39L2U"",""created"":1744060521,""creator"":""U01PGFTPLKA"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1746654693404,""name"":""cody-test2"",""name_normalized"":""cody-test2"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":"""",""creator"":"""",""last_set"":0},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":3,""properties"":{""is_dormant"":true},""previous_names"":[]}"
"C09GXNG4JAE","hedgie-book-launch",false,false,28,,,"2025-09-24T15:47:28.000Z","{""id"":""C09GXNG4JAE"",""created"":1758728848,""creator"":""U01NYR15VE0"",""is_org_shared"":false,""is_im"":false,""context_team_id"":""T01NPHKSMA9"",""updated"":1776028009278,""name"":""hedgie-book-launch"",""name_normalized"":""hedgie-book-launch"",""is_channel"":true,""is_group"":false,""is_mpim"":false,""is_private"":false,""is_archived"":false,""is_general"":false,""is_shared"":false,""is_ext_shared"":false,""unlinked"":0,""is_pending_ext_shared"":false,""pending_shared"":[],""parent_conversation"":null,""purpose"":{""value"":"""",""creator"":"""",""last_set"":0},""topic"":{""value"":"""",""creator"":"""",""last_set"":0},""shared_team_ids"":[""T01NPHKSMA9""],""pending_connected_team_ids"":[],""is_member"":true,""num_members"":28,""properties"":{""tabs"":[{""type"":""files"",""label"":"""",""id"":""files""}],""tabz"":[{""type"":""files""}],""is_dormant"":true},""previous_names"":[]}"
